timestamp,channelTitle,id,title,viewCount,likeCount,commentCount,duration
2026-03-28 19:46:19,HugoX ChugoX,IdYdVhLaP1Y,¿PARA QUÉ SIRVEN LOS ARANCELES Y POR QUÉ ES MALA IDEA APLICARLOS? El impacto de las medidas de Trump,99045,3833,420,PT13M7S
2026-03-28 19:46:19,HugoX ChugoX,_TBVBqwrSN8,Top: Las 7 VERDADES OCULTAS más insólitas de la Historia del PERÚ,68696,3477,220,PT17M55S
2026-03-28 19:46:19,HugoX ChugoX,XtI_v2jYUPc,Estatua de Francisco Pizarro en Lima ¿es en realidad Hernán Cortés?,41231,2198,1106,PT12M48S
2026-03-28 19:46:19,HugoX ChugoX,jt0aCQnq3h8,¿Y SI EL ANTICUCHO NO ES PERUANO?,113084,5463,2122,PT18M16S
2026-03-28 19:46:19,HugoX ChugoX,xFBHelId43o,PR0STITUCI0N EN EL CONGRESO DE PERÚ | La historia completa en un video,475378,20179,2523,PT13M13S
2026-03-28 19:46:19,HugoX ChugoX,-DOCS5lxzWk,VAPEAR VS FUM4R | Nueva Ley prohíbe vapear en lugares públicos,42794,2761,261,PT10M58S
2026-03-28 19:46:19,HugoX ChugoX,3QUnze0cLRo,¿QUÉ ES LA APROPIACIÓN CULTURAL? Caso Anis Samanez VS Shipibo-Konibo,78038,5535,1247,PT13M48S
2026-03-28 19:46:19,HugoX ChugoX,oSAly2oo3N8,LLEGÓ LA PLACA DEL MILLÓN 🥇,19585,2938,492,PT15M56S
2026-03-28 19:46:19,HugoX ChugoX,9Elw9RydzoU,🇷🇺 En esta Universidad de Rusia enseñan en Español 🇪🇦,21434,1183,227,PT16M49S
2026-03-28 19:46:19,HugoX ChugoX,zLJt3g2a8Ec,¿SIRVE DE ALGO EL APEC? | Protestas durante APEC,84153,5404,842,PT11M17S
2026-03-28 19:46:19,HugoX ChugoX,ECx9okihuE0,🇵🇪⚽ CASO FPF: RESUMEN COMPLETO,99558,5116,413,PT14M6S
2026-03-28 19:46:19,HugoX ChugoX,JaZQmmGgmec,SECTA EXTRANJERA DESTRUYE  BOSQUES EN LA SELVA AMAZÓNICA,61976,3711,1140,PT10M4S
2026-03-28 19:46:19,HugoX ChugoX,NiaAD3A84Lo,EN VIVO POR MI PRIMER MILLÓN EN YOUTUBE,16383,1516,146,PT1H52M50S
2026-03-28 19:46:19,HugoX ChugoX,1P-YwMpsvh8,48 HORAS EN LA CAPITAL CULTURAL DE RUSIA 🇷🇺 | San Petersburgo,29314,1764,188,PT25M51S
2026-03-28 19:46:19,HugoX ChugoX,sbHEKn05KS4,La Verdad sobre los Barcos Chinos en el Mar Peruano,179114,10693,2160,PT10M24S
2026-03-28 19:46:19,HugoX ChugoX,M08iEu_05qI,CUPOS A TRANSPORTISTAS. ¿Dónde comenzó y por que liberan a delincuentes?,271327,14577,1446,PT10M4S
2026-03-28 19:46:19,HugoX ChugoX,gbIxoreDo5o,¿HASTA CUÁNDO VA A ARDER SUDAMÉRICA?,40487,2437,411,PT8M42S
2026-03-28 19:46:19,HugoX ChugoX,pHi5eT7ZlUY,👉 Logré entrar a RUSIA en medio del Conflicto💥 ¿Cómo venir a estudiar aquí?,96640,5086,1134,PT23M30S
2026-03-28 19:46:19,HugoX ChugoX,W5cuUwBG6FE,Rumbo a Rusia 🇷🇺 | 50 horas de viaje hasta Estonia 🇪🇪 y 104 horas hasta San Petersburgo,65308,3373,676,PT22M53S
2026-03-28 19:46:19,HugoX ChugoX,7or1K7r_A9w,Mi Momento ha llegado 🇷🇺 💥,65187,4511,1255,PT15M18S
2026-03-28 19:46:19,HugoX ChugoX,j-l3u46nko4,OTRA VEZ LA V1RUELA DEL MONO. Nueva Emergencia de Salud Global,40135,2960,184,PT12M59S
